country,state,district,num_donors,total_amount,avg_amount
INDIA,TAMIL NADU,VILLUPURAM,11,13860,1260
INDIA,TAMIL NADU,VIRUDHUNAGAR,11,8670,788
INDIA,TRIPURA,NORTH TRIPURA,3,1700,567
INDIA,TRIPURA,SOUTH TRIPURA,2,11,6
INDIA,TRIPURA,WEST TRIPURA,21,7403,353
INDIA,UTTAR PRADESH,AGRA,235,181825,774
INDIA,UTTAR PRADESH,ALIGARH,97,105159,1084
INDIA,UTTAR PRADESH,ALLAHABAD,331,431845,1305
INDIA,UTTAR PRADESH,AMBEDKAR NAGAR,54,21787,403
INDIA,UTTAR PRADESH,AMETHI,28,11483,410
INDIA,UTTAR PRADESH,AURAIYA,36,22774,633
INDIA,UTTAR PRADESH,AZAMGARH,69,33548,486
INDIA,UTTAR PRADESH,BADAUN,14,8159,583
INDIA,UTTAR PRADESH,BAGHPAT,28,14066,502
INDIA,UTTAR PRADESH,BAHRAICH,10,4735,474
INDIA,UTTAR PRADESH,BALLIA,66,28436,431
INDIA,UTTAR PRADESH,BALRAMPUR,2,1000,500
INDIA,UTTAR PRADESH,BANDA,29,8280,286
INDIA,UTTAR PRADESH,BARABANKI,27,7043,261
INDIA,UTTAR PRADESH,BAREILLY,119,103312,868
INDIA,UTTAR PRADESH,BASTI,54,21830,404
INDIA,UTTAR PRADESH,BIJNOR,53,35150,663
INDIA,UTTAR PRADESH,BULANDSHAHR,98,67253,686
INDIA,UTTAR PRADESH,CHANDAULI,35,10546,301
INDIA,UTTAR PRADESH,CHITRAKOOT,14,8193,585
INDIA,UTTAR PRADESH,DEORIA,49,23636,482
INDIA,UTTAR PRADESH,ETAH,26,13194,507
INDIA,UTTAR PRADESH,ETAWAH,33,6365,193
INDIA,UTTAR PRADESH,FAIZABAD,48,19058,397
INDIA,UTTAR PRADESH,FARRUKHABAD,26,10633,409
INDIA,UTTAR PRADESH,FATEHPUR,19,15302,805
INDIA,UTTAR PRADESH,FIROZABAD,36,33745,937
INDIA,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,1631,10729704,6579
INDIA,UTTAR PRADESH,GHAZIABAD,1878,2418979,1288
INDIA,UTTAR PRADESH,GHAZIPUR,58,32602,562
INDIA,UTTAR PRADESH,GONDA,31,7854,253
INDIA,UTTAR PRADESH,GORAKHPUR,157,87614,558
INDIA,UTTAR PRADESH,HAMIRPUR,21,15745,750
INDIA,UTTAR PRADESH,HAPUR,51,26766,525
INDIA,UTTAR PRADESH,HARDOI,26,13185,507
INDIA,UTTAR PRADESH,JALAUN,42,47005,1119
INDIA,UTTAR PRADESH,JAUNPUR,67,35235,526
INDIA,UTTAR PRADESH,JHANSI,116,106850,921
INDIA,UTTAR PRADESH,JYOTIBA PHULE NAGAR,17,4193,247
INDIA,UTTAR PRADESH,KANNAUJ,18,14769,821
INDIA,UTTAR PRADESH,KANPUR DEHAT (RAMA BAI NAGAR),36,35910,998
INDIA,UTTAR PRADESH,KANPUR NAGAR,549,742091,1352
INDIA,UTTAR PRADESH,KANSHIRAM NAGAR,13,4212,324
INDIA,UTTAR PRADESH,KAUSHAMBI,6,1951,325
INDIA,UTTAR PRADESH,KUSHINAGAR,49,20112,410
INDIA,UTTAR PRADESH,LAKHIMPUR KHERI,34,25705,756
INDIA,UTTAR PRADESH,LALITPUR,11,5011,456
INDIA,UTTAR PRADESH,LUCKNOW,777,845835,1089
INDIA,UTTAR PRADESH,MAHAMAYA NAGAR,19,7301,384
INDIA,UTTAR PRADESH,MAHARAJGANJ,20,4505,225
INDIA,UTTAR PRADESH,MAHOBA,19,4664,245
INDIA,UTTAR PRADESH,MAINPURI,25,7486,299
INDIA,UTTAR PRADESH,MATHURA,149,192014,1289
INDIA,UTTAR PRADESH,MAU,30,12403,413
INDIA,UTTAR PRADESH,MEERUT,224,297123,1326
INDIA,UTTAR PRADESH,MIRZAPUR,45,19508,434
INDIA,UTTAR PRADESH,MORADABAD,82,66592,812
INDIA,UTTAR PRADESH,MUZAFFARNAGAR,92,69743,758
INDIA,UTTAR PRADESH,PILIBHIT,17,3625,213
INDIA,UTTAR PRADESH,PRABUDDHA NAGAR (SHAMLI),2,11700,5850
INDIA,UTTAR PRADESH,PRATAPGARH,106,27219,257
INDIA,UTTAR PRADESH,RAE BARELI,67,18628,278
INDIA,UTTAR PRADESH,RAMPUR,15,11797,786
INDIA,UTTAR PRADESH,SAHARANPUR,97,87909,906
INDIA,UTTAR PRADESH,SANT KABIR NAGAR,14,9160,654
INDIA,UTTAR PRADESH,SANT RAVIDAS NAGAR (BHADOHI),13,3231,249
INDIA,UTTAR PRADESH,SHAHJAHANPUR,28,9404,336
INDIA,UTTAR PRADESH,SHRAVASTI,2,60,30
INDIA,UTTAR PRADESH,SIDDHARTH NAGAR,15,4876,325
INDIA,UTTAR PRADESH,SITAPUR,29,13928,480
INDIA,UTTAR PRADESH,SONBHADRA,88,42270,480
INDIA,UTTAR PRADESH,SULTANPUR,47,19938,424
INDIA,UTTAR PRADESH,UNNAO,38,17938,472
INDIA,UTTAR PRADESH,VARANASI,239,169173,708
INDIA,UTTARAKHAND,ALMORA,56,30419,543
INDIA,UTTARAKHAND,BAGESHWAR,16,4362,273
INDIA,UTTARAKHAND,CHAMOLI,16,9324,583
INDIA,UTTARAKHAND,CHAMPAWAT,12,11322,944
INDIA,UTTARAKHAND,DEHRA DUN,292,492727,1687
INDIA,UTTARAKHAND,GARHWAL,55,36677,667
INDIA,UTTARAKHAND,HARIDWAR,216,274149,1269
INDIA,UTTARAKHAND,NANITAL,94,175298,1865
INDIA,UTTARAKHAND,PITHORAGARH,36,13649,379
INDIA,UTTARAKHAND,RUDRAPRAYAG,11,4821,438
INDIA,UTTARAKHAND,TEHRI GARHWAL,23,10706,465
INDIA,UTTARAKHAND,UDHAM SINGH NAGAR,85,56125,660
INDIA,UTTARAKHAND,UTTARKASHI,9,2712,301
INDIA,WEST BENGAL,BANKURA,6,6350,1058
INDIA,WEST BENGAL,BARDDHAMAN,134,137983,1030
INDIA,WEST BENGAL,BIRBHUM,10,4160,416
INDIA,WEST BENGAL,DAKSHIN DINAJPUR,5,1311,262
INDIA,WEST BENGAL,DARJILING,40,36393,910
INDIA,WEST BENGAL,HAORA,49,31025,633
INDIA,WEST BENGAL,HUGLI,75,43070,574
INDIA,WEST BENGAL,JALPAIGURI,22,8009,364
INDIA,WEST BENGAL,KOCH BIHAR,10,7933,793
INDIA,WEST BENGAL,KOLKATA,637,816538,1282
INDIA,WEST BENGAL,MALDAH,12,7120,593
INDIA,WEST BENGAL,MURSHIDABAD,14,4708,336
INDIA,WEST BENGAL,NADIA,22,5023,228
INDIA,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,100,82459,825
INDIA,WEST BENGAL,PASCHIM MEDINIPUR,154,68159,443
INDIA,WEST BENGAL,PURBA MEDINIPUR,34,27770,817
INDIA,WEST BENGAL,PURULIA,11,5451,496
INDIA,WEST BENGAL,SOUTH 24 PARGANAS,48,67557,1407
INDIA,WEST BENGAL,UTTAR DINAJPUR,14,3201,229
